BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
3203;Stadt St.Gallen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2014;42398;Anz.;Anzahl;
3203;Stadt St.Gallen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2015;42628;Anz.;Anzahl;
3203;Stadt St.Gallen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2016;43113;Anz.;Anzahl;
3203;Stadt St.Gallen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2017;43124;Anz.;Anzahl;
3203;Stadt St.Gallen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2018;43309;Anz.;Anzahl;
3203;Stadt St.Gallen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2019;43835;Anz.;Anzahl;
3203;Stadt St.Gallen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2020;44313;Anz.;Anzahl;
3203;Stadt St.Gallen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2021;44800;Anz.;Anzahl;
3203;Stadt St.Gallen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2022;45074;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];1990;3143;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2000;3746;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2009;4222;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2010;4277;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2011;4430;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2012;4450;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2013;4461;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2014;4494;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2015;4508;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2016;4604;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2017;4607;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2018;4571;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2019;4604;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2020;4660;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2021;4716;Anz.;Anzahl;
3204;Wittenbach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2022;4752;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];1990;278;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2000;308;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2009;333;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2010;335;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2011;340;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2012;342;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2013;343;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2014;342;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2015;342;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2016;345;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2017;371;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2018;374;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2019;388;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2020;397;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2021;414;Anz.;Anzahl;
3211;Berg (SG);Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2022;435;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];1990;736;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2000;867;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2009;958;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2010;969;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2011;972;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2012;980;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2013;1000;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2014;1011;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2015;1013;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2016;1018;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2017;1021;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2018;1055;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2019;1078;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2020;1078;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2021;1088;Anz.;Anzahl;
3212;Eggersriet;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2022;1100;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];1990;3493;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2000;3822;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2009;4270;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2010;4290;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2011;4388;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2012;4399;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2013;4461;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2014;4471;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2015;4482;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2016;4522;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2017;4527;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2018;4689;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2019;4726;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2020;4762;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2021;4786;Anz.;Anzahl;
3213;Goldach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2022;4833;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];1990;919;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2000;1178;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2009;1378;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2010;1411;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2011;1422;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2012;1442;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2013;1453;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2014;1459;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2015;1463;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2016;1477;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2017;1482;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2018;1498;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2019;1567;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2020;1584;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2021;1586;Anz.;Anzahl;
3214;Mörschwil;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2022;1594;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];1990;4666;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2000;4816;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2009;4855;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2010;4865;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2011;4879;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2012;5078;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2013;5145;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2014;5145;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2015;5270;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2016;5378;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2017;5410;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2018;5446;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2019;5510;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2020;5585;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2021;5581;Anz.;Anzahl;
3215;Rorschach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2022;5618;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];1990;2672;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2000;2980;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2009;3284;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2010;3334;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2011;3375;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2012;3385;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2013;3407;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2014;3507;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2015;3551;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2016;3567;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2017;3671;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2018;3737;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2019;3763;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2020;3785;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2021;3854;Anz.;Anzahl;
3216;Rorschacherberg;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2022;3860;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];1990;1142;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2000;1369;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2009;1561;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2010;1566;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2011;1571;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2012;1584;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2013;1690;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2014;1692;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2015;1698;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2016;1759;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2017;1766;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2018;1772;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2019;1785;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2020;1783;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2021;1788;Anz.;Anzahl;
3217;Steinach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2022;1788;Anz.;Anzahl;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];1990;374;Anz.;Anzahl;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2000;449;Anz.;Anzahl;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2009;545;Anz.;Anzahl;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2010;551;Anz.;Anzahl;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2011;550;Anz.;Anzahl;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2012;566;Anz.;Anzahl;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2013;580;Anz.;Anzahl;
