"Kanton (-) / Bezirk (>>) / Gemeinde (......)";"Gebäudekategorie";"Anzahl Zimmer";"Bauperiode";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022"
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"3 Zimmer";"1961-1970";22;22;22;22;22;22;22;22;25;22;22;22;22
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"3 Zimmer";"1971-1980";4;4;4;4;4;4;4;4;4;4;4;4;4
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"3 Zimmer";"1981-1990";5;5;5;5;5;5;5;5;5;5;5;5;5
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"3 Zimmer";"1991-2000";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"3 Zimmer";"2001-2005";11;11;11;11;11;11;11;11;11;11;11;11;11
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"3 Zimmer";"2006-2010";4;4;4;4;4;4;4;4;4;4;4;4;4
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"3 Zimmer";"2011-2015";0;0;0;2;2;2;2;2;2;2;2;2;2
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"3 Zimmer";"2016-2022";0;0;0;0;0;0;0;1;28;28;28;28;54
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"4 Zimmer";"Vor 1919";60;60;59;59;59;59;61;59;57;56;55;54;54
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"4 Zimmer";"1919-1945";25;25;22;22;22;22;22;22;22;22;21;21;21
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"4 Zimmer";"1946-1960";23;23;23;23;23;23;23;23;24;24;24;24;24
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"4 Zimmer";"1961-1970";52;52;52;52;52;52;52;52;48;52;52;52;52
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"4 Zimmer";"1971-1980";3;3;3;3;3;3;3;3;3;3;3;3;3
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"4 Zimmer";"1981-1990";14;14;14;14;14;15;15;15;15;15;15;15;15
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"4 Zimmer";"1991-2000";12;12;12;12;12;12;12;12;12;12;12;12;12
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"4 Zimmer";"2001-2005";21;22;22;22;22;22;22;22;22;22;22;22;22
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"4 Zimmer";"2006-2010";14;14;14;14;14;14;14;14;14;14;14;14;14
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"4 Zimmer";"2011-2015";0;0;1;7;7;7;7;7;7;7;7;7;7
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"4 Zimmer";"2016-2022";0;0;0;0;0;0;0;1;19;19;19;19;25
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"5 Zimmer";"Vor 1919";15;15;15;15;15;15;15;15;14;14;14;15;15
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"5 Zimmer";"1919-1945";3;3;3;3;3;3;3;3;3;4;4;4;4
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"5 Zimmer";"1946-1960";7;7;7;7;7;7;7;7;8;8;8;8;8
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"5 Zimmer";"1961-1970";9;9;9;9;8;8;8;8;8;8;8;8;8
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"5 Zimmer";"1971-1980";1;1;1;1;2;2;2;2;2;2;2;2;2
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"5 Zimmer";"1981-1990";8;8;8;8;8;8;8;8;8;8;7;7;7
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"5 Zimmer";"1991-2000";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"5 Zimmer";"2001-2005";3;3;3;3;3;3;3;3;3;3;3;3;3
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"5 Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"5 Zimmer";"2011-2015";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"5 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"Vor 1919";15;14;14;14;14;14;14;14;13;13;12;11;10
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"1919-1945";4;4;4;4;4;4;4;4;4;4;3;3;3
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"1946-1960";7;7;7;7;8;8;8;8;9;9;9;10;9
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"1961-1970";5;5;5;5;5;5;5;5;5;5;5;5;5
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"1971-1980";2;2;2;2;2;2;2;2;2;2;2;2;2
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"1981-1990";2;2;2;2;2;2;2;2;2;2;3;3;3
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"1991-2000";2;2;2;2;2;2;2;2;2;2;2;2;2
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"2001-2005";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"2011-2015";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"Vor 1919";8;8;8;8;8;8;8;8;8;8;2;2;2
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"1919-1945";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"1946-1960";1;1;1;1;1;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"1961-1970";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"1971-1980";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"1981-1990";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"1991-2000";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"2001-2005";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"2011-2015";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"2 Zimmer";"Vor 1919";4;4;4;4;4;7;7;7;7;8;9;9;9
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"2 Zimmer";"1919-1945";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"2 Zimmer";"1946-1960";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"2 Zimmer";"1961-1970";4;4;4;4;4;4;4;4;4;4;4;1;2
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"2 Zimmer";"1971-1980";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"2 Zimmer";"1981-1990";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"2 Zimmer";"1991-2000";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"2 Zimmer";"2001-2005";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"2 Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"2 Zimmer";"2011-2015";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"2 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"3 Zimmer";"Vor 1919";5;6;6;6;6;8;8;8;10;11;11;12;12
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"3 Zimmer";"1919-1945";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"3 Zimmer";"1946-1960";5;5;5;5;5;5;5;5;5;5;5;5;8
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"3 Zimmer";"1961-1970";4;4;4;4;4;4;4;4;4;4;4;8;9
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"3 Zimmer";"1971-1980";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"3 Zimmer";"1981-1990";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"3 Zimmer";"1991-2000";4;4;4;4;4;4;4;4;4;4;4;4;4
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"3 Zimmer";"2001-2005";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"3 Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"3 Zimmer";"2011-2015";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"3 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"4 Zimmer";"Vor 1919";27;25;25;25;25;25;25;25;23;23;20;20;20
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"4 Zimmer";"1919-1945";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"4 Zimmer";"1946-1960";7;7;7;7;7;7;7;7;7;7;7;7;7
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"4 Zimmer";"1961-1970";6;6;6;6;6;5;6;5;5;5;6;8;8
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"4 Zimmer";"1971-1980";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"4 Zimmer";"1981-1990";18;18;18;18;18;18;18;18;18;18;18;18;18
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"4 Zimmer";"1991-2000";3;3;3;3;3;3;3;3;3;3;3;3;3
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"4 Zimmer";"2001-2005";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"4 Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"4 Zimmer";"2011-2015";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"4 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"5 Zimmer";"Vor 1919";9;9;10;10;10;10;10;10;10;9;10;10;10
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"5 Zimmer";"1919-1945";2;2;2;2;2;2;2;2;2;2;2;2;2
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"5 Zimmer";"1946-1960";5;5;5;5;5;5;5;5;5;5;5;5;5
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"5 Zimmer";"1961-1970";2;2;2;2;2;2;2;2;2;2;2;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"5 Zimmer";"1971-1980";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"5 Zimmer";"1981-1990";3;3;3;3;3;3;3;3;3;3;3;3;3
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"5 Zimmer";"1991-2000";4;4;4;4;4;4;4;4;4;4;4;4;4
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"5 Zimmer";"2001-2005";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"5 Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"5 Zimmer";"2011-2015";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"5 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"6+ Zimmer";"Vor 1919";4;4;4;4;4;4;4;4;4;4;4;5;5
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"6+ Zimmer";"1919-1945";2;2;2;2;2;2;2;2;2;2;2;1;1
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"6+ Zimmer";"1946-1960";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"6+ Zimmer";"1961-1970";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"6+ Zimmer";"1971-1980";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"6+ Zimmer";"1981-1990";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"6+ Zimmer";"1991-2000";1;1;1;1;1;1;1;1;1;1;1;1;2
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"6+ Zimmer";"2001-2005";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"6+ Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"6+ Zimmer";"2011-2015";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3213 Goldach";"Gebäude mit teilweiser Wohnnutzung";"6+ Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"1 Zimmer";"Vor 1919";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"1 Zimmer";"1919-1945";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"1 Zimmer";"1946-1960";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"1 Zimmer";"1961-1970";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"1 Zimmer";"1971-1980";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"1 Zimmer";"1981-1990";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"1 Zimmer";"1991-2000";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"1 Zimmer";"2001-2005";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"1 Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"1 Zimmer";"2011-2015";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"1 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"2 Zimmer";"Vor 1919";0;0;0;0;0;0;0;0;0;0;0;0;1
"......3214 Mörschwil";"Einfamilienhäuser";"2 Zimmer";"1919-1945";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3214 Mörschwil";"Einfamilienhäuser";"2 Zimmer";"1946-1960";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3214 Mörschwil";"Einfamilienhäuser";"2 Zimmer";"1961-1970";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"2 Zimmer";"1971-1980";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"2 Zimmer";"1981-1990";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"2 Zimmer";"1991-2000";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"2 Zimmer";"2001-2005";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"2 Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"2 Zimmer";"2011-2015";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"2 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"3 Zimmer";"Vor 1919";4;4;4;4;4;4;4;4;4;4;4;4;5
"......3214 Mörschwil";"Einfamilienhäuser";"3 Zimmer";"1919-1945";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"3 Zimmer";"1946-1960";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"3 Zimmer";"1961-1970";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"3 Zimmer";"1971-1980";2;2;2;2;2;2;2;2;2;2;2;1;1
"......3214 Mörschwil";"Einfamilienhäuser";"3 Zimmer";"1981-1990";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"3 Zimmer";"1991-2000";2;2;2;2;2;2;2;2;2;2;2;2;2
"......3214 Mörschwil";"Einfamilienhäuser";"3 Zimmer";"2001-2005";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3214 Mörschwil";"Einfamilienhäuser";"3 Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"3 Zimmer";"2011-2015";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"3 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"4 Zimmer";"Vor 1919";6;6;6;6;6;7;7;6;6;6;6;6;7
"......3214 Mörschwil";"Einfamilienhäuser";"4 Zimmer";"1919-1945";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Einfamilienhäuser";"4 Zimmer";"1946-1960";2;2;2;3;3;3;3;3;3;3;3;3;3
"......3214 Mörschwil";"Einfamilienhäuser";"4 Zimmer";"1961-1970";9;8;8;8;8;7;7;7;7;7;7;7;7
"......3214 Mörschwil";"Einfamilienhäuser";"4 Zimmer";"1971-1980";2;2;2;2;2;2;2;2;2;2;2;2;2
"......3214 Mörschwil";"Einfamilienhäuser";"4 Zimmer";"1981-1990";6;6;6;6;6;6;6;5;5;5;5;5;5
"......3214 Mörschwil";"Einfamilienhäuser";"4 Zimmer";"1991-2000";2;2;2;2;2;2;2;2;2;2;2;2;2
"......3214 Mörschwil";"Einfamilienhäuser";"4 Zimmer";"2001-2005";3;3;3;3;3;3;3;3;3;3;3;3;3
"......3214 Mörschwil";"Einfamilienhäuser";"4 Zimmer";"2006-2010";3;3;3;3;3;3;3;3;3;3;3;3;3
"......3214 Mörschwil";"Einfamilienhäuser";"4 Zimmer";"2011-2015";0;0;2;2;2;2;2;2;2;2;2;2;2
"......3214 Mörschwil";"Einfamilienhäuser";"4 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;1;1
"......3214 Mörschwil";"Einfamilienhäuser";"5 Zimmer";"Vor 1919";14;13;12;12;12;10;10;11;11;10;9;7;8
"......3214 Mörschwil";"Einfamilienhäuser";"5 Zimmer";"1919-1945";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3214 Mörschwil";"Einfamilienhäuser";"5 Zimmer";"1946-1960";10;10;10;9;9;9;9;9;9;9;9;9;9
"......3214 Mörschwil";"Einfamilienhäuser";"5 Zimmer";"1961-1970";15;15;15;15;15;14;14;14;14;14;14;14;14
"......3214 Mörschwil";"Einfamilienhäuser";"5 Zimmer";"1971-1980";28;28;28;28;28;27;27;27;27;26;26;26;26
"......3214 Mörschwil";"Einfamilienhäuser";"5 Zimmer";"1981-1990";30;30;30;30;30;30;30;30;30;30;31;30;30
"......3214 Mörschwil";"Einfamilienhäuser";"5 Zimmer";"1991-2000";36;36;36;36;36;36;36;36;36;36;36;36;36
"......3214 Mörschwil";"Einfamilienhäuser";"5 Zimmer";"2001-2005";9;9;9;9;9;9;9;9;9;9;9;9;9
"......3214 Mörschwil";"Einfamilienhäuser";"5 Zimmer";"2006-2010";9;9;9;9;9;9;8;8;8;8;8;8;8
"......3214 Mörschwil";"Einfamilienhäuser";"5 Zimmer";"2011-2015";0;1;5;7;8;8;8;8;8;8;8;8;8
"......3214 Mörschwil";"Einfamilienhäuser";"5 Zimmer";"2016-2022";0;0;0;0;0;0;1;1;1;3;4;5;5
"......3214 Mörschwil";"Einfamilienhäuser";"6+ Zimmer";"Vor 1919";38;39;38;38;37;35;35;34;34;34;34;34;35
"......3214 Mörschwil";"Einfamilienhäuser";"6+ Zimmer";"1919-1945";5;5;5;5;5;5;5;5;5;5;6;5;5
"......3214 Mörschwil";"Einfamilienhäuser";"6+ Zimmer";"1946-1960";10;10;10;10;10;10;10;9;9;9;9;9;9
"......3214 Mörschwil";"Einfamilienhäuser";"6+ Zimmer";"1961-1970";41;40;40;37;37;39;39;39;39;39;39;37;37
"......3214 Mörschwil";"Einfamilienhäuser";"6+ Zimmer";"1971-1980";64;64;64;64;64;65;65;64;64;63;63;62;62
"......3214 Mörschwil";"Einfamilienhäuser";"6+ Zimmer";"1981-1990";66;66;66;65;64;64;63;63;63;62;62;62;62
"......3214 Mörschwil";"Einfamilienhäuser";"6+ Zimmer";"1991-2000";82;82;81;81;81;81;81;81;81;81;81;81;81
"......3214 Mörschwil";"Einfamilienhäuser";"6+ Zimmer";"2001-2005";26;26;26;26;26;26;26;26;26;26;26;26;26
"......3214 Mörschwil";"Einfamilienhäuser";"6+ Zimmer";"2006-2010";31;31;31;31;31;31;32;32;32;32;32;32;32
"......3214 Mörschwil";"Einfamilienhäuser";"6+ Zimmer";"2011-2015";0;6;12;13;16;16;16;16;16;16;16;16;16
"......3214 Mörschwil";"Einfamilienhäuser";"6+ Zimmer";"2016-2022";0;0;0;0;0;0;1;3;4;5;7;9;9
"......3214 Mörschwil";"Mehrfamilienhäuser";"1 Zimmer";"Vor 1919";1;1;1;1;1;2;2;2;2;2;2;2;2
"......3214 Mörschwil";"Mehrfamilienhäuser";"1 Zimmer";"1919-1945";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Mehrfamilienhäuser";"1 Zimmer";"1946-1960";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Mehrfamilienhäuser";"1 Zimmer";"1961-1970";4;4;4;4;4;4;4;3;3;3;3;3;3
"......3214 Mörschwil";"Mehrfamilienhäuser";"1 Zimmer";"1971-1980";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3214 Mörschwil";"Mehrfamilienhäuser";"1 Zimmer";"1981-1990";3;3;3;3;3;3;3;3;3;3;3;3;3
"......3214 Mörschwil";"Mehrfamilienhäuser";"1 Zimmer";"1991-2000";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3214 Mörschwil";"Mehrfamilienhäuser";"1 Zimmer";"2001-2005";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3214 Mörschwil";"Mehrfamilienhäuser";"1 Zimmer";"2006-2010";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3214 Mörschwil";"Mehrfamilienhäuser";"1 Zimmer";"2011-2015";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Mehrfamilienhäuser";"1 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;6;6;6;6;6
"......3214 Mörschwil";"Mehrfamilienhäuser";"2 Zimmer";"Vor 1919";10;11;13;13;14;15;15;17;17;17;17;16;15
"......3214 Mörschwil";"Mehrfamilienhäuser";"2 Zimmer";"1919-1945";3;3;3;3;3;3;3;3;3;4;2;2;2
"......3214 Mörschwil";"Mehrfamilienhäuser";"2 Zimmer";"1946-1960";2;2;2;2;2;2;2;2;2;2;2;2;2
"......3214 Mörschwil";"Mehrfamilienhäuser";"2 Zimmer";"1961-1970";4;5;5;5;5;5;5;5;5;5;5;5;5
"......3214 Mörschwil";"Mehrfamilienhäuser";"2 Zimmer";"1971-1980";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Mehrfamilienhäuser";"2 Zimmer";"1981-1990";22;21;21;22;22;22;22;22;22;23;24;23;23
"......3214 Mörschwil";"Mehrfamilienhäuser";"2 Zimmer";"1991-2000";18;18;17;17;17;17;17;17;17;17;16;16;16
"......3214 Mörschwil";"Mehrfamilienhäuser";"2 Zimmer";"2001-2005";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3214 Mörschwil";"Mehrfamilienhäuser";"2 Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Mehrfamilienhäuser";"2 Zimmer";"2011-2015";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3214 Mörschwil";"Mehrfamilienhäuser";"2 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;6;32;32;32;32
"......3214 Mörschwil";"Mehrfamilienhäuser";"3 Zimmer";"Vor 1919";36;36;35;35;35;35;35;32;32;32;32;33;32
"......3214 Mörschwil";"Mehrfamilienhäuser";"3 Zimmer";"1919-1945";6;6;6;6;6;6;6;6;6;8;8;8;8
"......3214 Mörschwil";"Mehrfamilienhäuser";"3 Zimmer";"1946-1960";1;1;1;1;1;1;1;1;1;1;1;1;1
