"Kanton (-) / Bezirk (>>) / Gemeinde (......)";"Gebäudekategorie";"Anzahl Zimmer";"Bauperiode";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022"
"......3271 Buchs (SG)";"Einfamilienhäuser";"2 Zimmer";"2006-2010";0;0;0;1;1;1;1;1;1;1;1;1;1
"......3271 Buchs (SG)";"Einfamilienhäuser";"2 Zimmer";"2011-2015";0;0;1;0;0;0;0;0;0;0;0;0;0
"......3271 Buchs (SG)";"Einfamilienhäuser";"2 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3271 Buchs (SG)";"Einfamilienhäuser";"3 Zimmer";"Vor 1919";17;17;18;17;17;17;17;17;20;20;20;19;18
"......3271 Buchs (SG)";"Einfamilienhäuser";"3 Zimmer";"1919-1945";5;4;4;4;4;4;4;6;7;7;7;7;7
"......3271 Buchs (SG)";"Einfamilienhäuser";"3 Zimmer";"1946-1960";5;5;5;5;5;5;5;6;6;6;6;6;6
"......3271 Buchs (SG)";"Einfamilienhäuser";"3 Zimmer";"1961-1970";2;2;2;2;2;2;2;3;3;3;3;3;3
"......3271 Buchs (SG)";"Einfamilienhäuser";"3 Zimmer";"1971-1980";0;0;0;0;0;0;0;1;1;1;1;1;1
"......3271 Buchs (SG)";"Einfamilienhäuser";"3 Zimmer";"1981-1990";1;1;1;1;1;1;1;2;2;2;2;2;2
"......3271 Buchs (SG)";"Einfamilienhäuser";"3 Zimmer";"1991-2000";2;2;2;2;2;2;2;2;2;2;2;2;2
"......3271 Buchs (SG)";"Einfamilienhäuser";"3 Zimmer";"2001-2005";2;2;2;2;2;2;2;2;2;1;1;1;1
"......3271 Buchs (SG)";"Einfamilienhäuser";"3 Zimmer";"2006-2010";3;2;2;2;2;2;2;2;2;2;2;2;2
"......3271 Buchs (SG)";"Einfamilienhäuser";"3 Zimmer";"2011-2015";0;1;2;1;2;4;4;4;4;4;4;4;4
"......3271 Buchs (SG)";"Einfamilienhäuser";"3 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;1;1;1;2
"......3271 Buchs (SG)";"Einfamilienhäuser";"4 Zimmer";"Vor 1919";63;62;61;60;61;60;58;65;63;63;60;58;55
"......3271 Buchs (SG)";"Einfamilienhäuser";"4 Zimmer";"1919-1945";26;26;26;26;26;26;26;24;25;24;24;23;25
"......3271 Buchs (SG)";"Einfamilienhäuser";"4 Zimmer";"1946-1960";46;47;47;46;46;46;47;56;57;56;56;54;54
"......3271 Buchs (SG)";"Einfamilienhäuser";"4 Zimmer";"1961-1970";29;29;29;29;29;29;29;30;31;31;30;30;30
"......3271 Buchs (SG)";"Einfamilienhäuser";"4 Zimmer";"1971-1980";17;17;17;17;17;17;17;22;22;22;22;22;22
"......3271 Buchs (SG)";"Einfamilienhäuser";"4 Zimmer";"1981-1990";25;25;25;25;25;25;25;25;26;26;28;27;26
"......3271 Buchs (SG)";"Einfamilienhäuser";"4 Zimmer";"1991-2000";10;10;10;10;10;10;10;11;12;12;11;11;12
"......3271 Buchs (SG)";"Einfamilienhäuser";"4 Zimmer";"2001-2005";4;4;4;4;4;4;4;4;4;4;4;4;4
"......3271 Buchs (SG)";"Einfamilienhäuser";"4 Zimmer";"2006-2010";5;6;6;6;6;6;6;6;6;7;7;7;8
"......3271 Buchs (SG)";"Einfamilienhäuser";"4 Zimmer";"2011-2015";0;8;13;15;15;16;16;16;16;16;16;16;17
"......3271 Buchs (SG)";"Einfamilienhäuser";"4 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;3;3;3;3;5
"......3271 Buchs (SG)";"Einfamilienhäuser";"5 Zimmer";"Vor 1919";82;80;79;79;77;77;73;74;76;75;72;72;73
"......3271 Buchs (SG)";"Einfamilienhäuser";"5 Zimmer";"1919-1945";37;38;38;36;36;36;35;39;40;40;40;41;41
"......3271 Buchs (SG)";"Einfamilienhäuser";"5 Zimmer";"1946-1960";114;114;114;114;113;113;112;105;104;104;102;100;98
"......3271 Buchs (SG)";"Einfamilienhäuser";"5 Zimmer";"1961-1970";92;92;92;93;93;93;92;91;91;91;91;91;90
"......3271 Buchs (SG)";"Einfamilienhäuser";"5 Zimmer";"1971-1980";80;80;80;80;80;80;80;83;84;83;84;83;82
"......3271 Buchs (SG)";"Einfamilienhäuser";"5 Zimmer";"1981-1990";72;72;72;72;72;74;73;77;78;76;75;75;75
"......3271 Buchs (SG)";"Einfamilienhäuser";"5 Zimmer";"1991-2000";30;30;30;29;29;29;31;32;32;32;31;31;32
"......3271 Buchs (SG)";"Einfamilienhäuser";"5 Zimmer";"2001-2005";23;23;23;23;23;23;24;24;24;24;24;24;23
"......3271 Buchs (SG)";"Einfamilienhäuser";"5 Zimmer";"2006-2010";14;15;15;15;15;15;15;15;15;15;15;15;15
"......3271 Buchs (SG)";"Einfamilienhäuser";"5 Zimmer";"2011-2015";0;6;9;10;10;11;10;10;10;10;10;10;10
"......3271 Buchs (SG)";"Einfamilienhäuser";"5 Zimmer";"2016-2022";0;0;0;0;0;0;2;3;5;11;16;22;24
"......3271 Buchs (SG)";"Einfamilienhäuser";"6+ Zimmer";"Vor 1919";112;111;109;108;108;108;105;96;90;88;86;85;87
"......3271 Buchs (SG)";"Einfamilienhäuser";"6+ Zimmer";"1919-1945";69;68;68;69;69;69;69;65;62;61;60;60;60
"......3271 Buchs (SG)";"Einfamilienhäuser";"6+ Zimmer";"1946-1960";81;80;80;80;80;80;78;74;73;72;70;72;72
"......3271 Buchs (SG)";"Einfamilienhäuser";"6+ Zimmer";"1961-1970";64;64;64;64;64;64;62;60;58;58;58;57;58
"......3271 Buchs (SG)";"Einfamilienhäuser";"6+ Zimmer";"1971-1980";105;105;105;105;105;105;105;96;94;94;93;93;93
"......3271 Buchs (SG)";"Einfamilienhäuser";"6+ Zimmer";"1981-1990";69;69;68;68;68;65;65;58;56;56;56;56;57
"......3271 Buchs (SG)";"Einfamilienhäuser";"6+ Zimmer";"1991-2000";33;33;33;34;34;34;34;32;31;31;31;31;31
"......3271 Buchs (SG)";"Einfamilienhäuser";"6+ Zimmer";"2001-2005";25;25;25;25;25;24;24;24;24;23;23;23;22
"......3271 Buchs (SG)";"Einfamilienhäuser";"6+ Zimmer";"2006-2010";27;28;28;28;28;28;28;28;28;28;28;28;28
"......3271 Buchs (SG)";"Einfamilienhäuser";"6+ Zimmer";"2011-2015";0;10;16;18;18;18;18;18;18;18;18;18;18
"......3271 Buchs (SG)";"Einfamilienhäuser";"6+ Zimmer";"2016-2022";0;0;0;0;0;0;3;5;7;10;12;15;17
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"1 Zimmer";"Vor 1919";12;12;12;13;13;13;13;14;16;18;18;18;17
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"1 Zimmer";"1919-1945";12;12;12;12;13;13;13;13;12;12;12;12;12
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"1 Zimmer";"1946-1960";11;11;11;11;10;10;10;10;11;12;13;13;13
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"1 Zimmer";"1961-1970";31;31;31;31;31;31;34;34;34;34;35;35;33
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"1 Zimmer";"1971-1980";54;54;54;54;54;54;54;54;54;55;54;54;54
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"1 Zimmer";"1981-1990";35;35;35;35;35;35;35;35;35;35;35;35;35
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"1 Zimmer";"1991-2000";17;17;17;17;17;17;17;17;17;17;17;17;18
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"1 Zimmer";"2001-2005";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"1 Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"1 Zimmer";"2011-2015";0;0;0;5;10;10;11;11;11;11;11;11;11
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"1 Zimmer";"2016-2022";0;0;0;0;0;0;3;3;3;12;13;13;15
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"2 Zimmer";"Vor 1919";47;53;52;52;54;55;54;55;55;56;61;67;57
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"2 Zimmer";"1919-1945";14;14;15;14;14;14;14;14;13;14;15;15;14
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"2 Zimmer";"1946-1960";17;17;17;17;16;16;14;14;16;14;15;16;16
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"2 Zimmer";"1961-1970";93;93;93;93;93;94;109;109;109;109;112;112;103
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"2 Zimmer";"1971-1980";73;73;73;73;74;78;78;78;78;80;78;78;77
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"2 Zimmer";"1981-1990";133;133;133;133;133;134;134;135;135;136;136;138;135
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"2 Zimmer";"1991-2000";130;130;130;130;132;132;133;133;133;134;134;134;144
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"2 Zimmer";"2001-2005";3;3;3;3;3;4;3;3;3;7;7;7;8
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"2 Zimmer";"2006-2010";13;13;13;13;13;13;13;13;13;13;13;13;13
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"2 Zimmer";"2011-2015";0;6;15;62;68;73;81;82;82;82;82;82;82
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"2 Zimmer";"2016-2022";0;0;0;0;0;0;9;14;19;74;76;84;104
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"3 Zimmer";"Vor 1919";80;80;79;79;84;82;80;79;79;79;77;84;75
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"3 Zimmer";"1919-1945";38;40;40;40;39;39;36;36;36;38;38;38;38
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"3 Zimmer";"1946-1960";68;69;69;69;67;67;62;63;63;66;67;67;67
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"3 Zimmer";"1961-1970";254;258;258;258;258;259;263;263;263;263;263;263;256
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"3 Zimmer";"1971-1980";188;188;188;188;189;194;194;194;194;194;194;194;193
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"3 Zimmer";"1981-1990";122;122;122;122;122;122;123;123;123;123;125;126;124
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"3 Zimmer";"1991-2000";174;174;174;174;174;174;174;174;174;175;175;175;180
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"3 Zimmer";"2001-2005";11;11;11;11;11;11;11;11;11;19;19;19;19
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"3 Zimmer";"2006-2010";54;54;54;54;54;54;54;54;54;56;56;56;56
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"3 Zimmer";"2011-2015";0;32;48;131;140;165;172;172;172;169;169;169;169
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"3 Zimmer";"2016-2022";0;0;0;0;0;0;25;41;44;69;77;90;119
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"4 Zimmer";"Vor 1919";77;79;79;80;79;79;79;79;80;79;76;81;73
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"4 Zimmer";"1919-1945";30;30;31;29;27;27;27;27;26;25;27;25;24
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"4 Zimmer";"1946-1960";118;118;118;119;119;119;114;115;115;116;116;116;116
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"4 Zimmer";"1961-1970";284;288;288;288;288;290;291;291;293;293;293;293;297
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"4 Zimmer";"1971-1980";146;146;146;146;146;145;145;145;145;145;145;145;146
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"4 Zimmer";"1981-1990";137;137;137;137;137;137;138;139;139;140;139;144;139
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"4 Zimmer";"1991-2000";194;194;194;194;195;195;197;197;197;197;197;197;200
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"4 Zimmer";"2001-2005";34;34;34;34;34;34;34;34;34;39;39;39;39
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"4 Zimmer";"2006-2010";93;93;93;93;93;93;93;93;93;93;93;93;93
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"4 Zimmer";"2011-2015";0;28;32;108;120;163;160;162;162;161;161;161;161
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"4 Zimmer";"2016-2022";0;0;0;0;0;0;29;41;57;115;121;129;171
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"5 Zimmer";"Vor 1919";33;33;34;34;34;35;32;33;33;35;34;35;32
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"5 Zimmer";"1919-1945";11;11;11;11;11;11;11;11;11;12;12;12;11
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"5 Zimmer";"1946-1960";2;2;2;3;3;3;3;3;3;3;3;4;4
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"5 Zimmer";"1961-1970";24;24;24;24;24;24;26;26;26;26;26;26;24
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"5 Zimmer";"1971-1980";41;41;41;41;41;36;36;36;36;36;36;36;37
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"5 Zimmer";"1981-1990";31;31;31;31;31;32;32;34;34;36;37;37;36
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"5 Zimmer";"1991-2000";31;31;31;31;30;30;30;30;30;30;30;30;34
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"5 Zimmer";"2001-2005";34;34;34;34;34;35;34;34;34;26;26;26;28
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"5 Zimmer";"2006-2010";39;39;39;39;39;39;39;39;39;41;41;41;41
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"5 Zimmer";"2011-2015";0;4;5;20;26;25;25;28;28;22;22;22;22
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"5 Zimmer";"2016-2022";0;0;0;0;0;0;4;6;10;14;14;16;21
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"6+ Zimmer";"Vor 1919";18;18;17;17;16;17;18;19;19;18;18;19;20
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"6+ Zimmer";"1919-1945";10;10;11;11;11;11;11;11;11;11;11;11;11
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"6+ Zimmer";"1946-1960";3;4;4;4;4;4;4;4;4;4;4;4;4
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"6+ Zimmer";"1961-1970";6;6;6;6;6;6;6;6;6;6;6;6;6
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"6+ Zimmer";"1971-1980";8;8;8;8;8;8;8;8;8;8;8;8;9
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"6+ Zimmer";"1981-1990";10;10;10;10;10;10;10;10;10;9;9;9;9
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"6+ Zimmer";"1991-2000";3;3;3;3;3;3;3;3;3;4;4;4;4
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"6+ Zimmer";"2001-2005";5;5;5;5;5;5;5;5;5;5;5;5;6
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"6+ Zimmer";"2006-2010";27;27;27;27;27;27;27;27;27;24;24;24;24
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"6+ Zimmer";"2011-2015";0;0;0;2;2;2;2;3;3;3;3;3;3
"......3271 Buchs (SG)";"Mehrfamilienhäuser";"6+ Zimmer";"2016-2022";0;0;0;0;0;0;1;1;1;1;1;1;1
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"1 Zimmer";"Vor 1919";3;3;3;3;3;1;1;1;1;1;1;2;1
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"1 Zimmer";"1919-1945";7;7;7;7;7;7;7;7;7;8;8;8;10
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"1 Zimmer";"1946-1960";5;5;5;5;5;5;5;5;5;9;10;10;18
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"1 Zimmer";"1961-1970";16;16;16;16;16;16;15;15;15;16;16;16;17
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"1 Zimmer";"1971-1980";0;0;0;0;0;0;0;0;0;0;1;1;1
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"1 Zimmer";"1981-1990";12;12;12;12;12;12;12;12;12;12;13;12;12
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"1 Zimmer";"1991-2000";9;9;9;9;9;9;6;6;6;6;6;6;7
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"1 Zimmer";"2001-2005";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"1 Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"1 Zimmer";"2011-2015";0;0;0;3;4;4;4;6;6;6;6;6;6
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"1 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;1;1
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"2 Zimmer";"Vor 1919";11;11;11;11;11;11;11;11;11;11;11;11;11
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"2 Zimmer";"1919-1945";10;10;10;10;10;10;10;10;10;11;11;11;11
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"2 Zimmer";"1946-1960";7;7;7;7;7;7;7;7;7;7;7;7;7
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"2 Zimmer";"1961-1970";22;22;22;21;22;22;17;17;17;17;17;17;17
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"2 Zimmer";"1971-1980";3;3;3;3;4;3;3;3;3;3;3;3;3
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"2 Zimmer";"1981-1990";24;24;24;24;24;24;24;24;24;26;27;27;27
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"2 Zimmer";"1991-2000";22;22;22;22;23;23;15;14;14;14;15;15;17
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"2 Zimmer";"2001-2005";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"2 Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"2 Zimmer";"2011-2015";0;0;0;25;32;32;26;25;25;27;27;27;27
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"2 Zimmer";"2016-2022";0;0;0;0;0;0;6;15;15;21;21;21;21
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"3 Zimmer";"Vor 1919";18;16;16;16;16;15;16;15;15;11;11;11;11
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"3 Zimmer";"1919-1945";20;20;20;20;20;20;20;20;20;19;19;19;19
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"3 Zimmer";"1946-1960";13;13;13;13;13;13;14;13;13;14;14;14;13
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"3 Zimmer";"1961-1970";35;35;35;34;35;35;31;31;31;32;32;32;32
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"3 Zimmer";"1971-1980";11;11;11;11;12;11;11;11;11;11;13;14;14
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"3 Zimmer";"1981-1990";40;40;40;39;39;39;39;39;39;39;39;39;39
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"3 Zimmer";"1991-2000";41;41;41;41;41;41;24;25;25;25;25;25;24
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"3 Zimmer";"2001-2005";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"3 Zimmer";"2006-2010";2;2;2;2;2;2;2;2;2;2;2;2;2
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"3 Zimmer";"2011-2015";0;2;3;31;37;38;35;36;36;38;38;38;38
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"3 Zimmer";"2016-2022";0;0;0;0;0;0;3;6;6;9;9;12;12
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"4 Zimmer";"Vor 1919";22;21;20;20;20;17;17;17;17;16;16;16;16
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"4 Zimmer";"1919-1945";14;14;15;15;14;14;14;14;14;16;16;14;14
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"4 Zimmer";"1946-1960";21;21;21;21;21;21;19;19;19;20;20;19;20
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"4 Zimmer";"1961-1970";23;23;23;20;20;20;21;20;20;19;19;19;19
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"4 Zimmer";"1971-1980";28;28;28;28;30;28;28;28;28;28;28;28;28
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"4 Zimmer";"1981-1990";43;43;44;44;44;44;44;44;44;45;45;45;44
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"4 Zimmer";"1991-2000";19;19;19;19;19;19;11;12;12;12;12;12;13
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"4 Zimmer";"2001-2005";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"4 Zimmer";"2006-2010";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"4 Zimmer";"2011-2015";0;1;1;11;15;15;14;17;17;24;24;24;24
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"4 Zimmer";"2016-2022";0;0;0;0;0;0;1;1;1;5;5;5;5
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"5 Zimmer";"Vor 1919";16;15;15;15;15;15;15;15;15;15;13;12;11
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"5 Zimmer";"1919-1945";6;6;6;6;6;6;6;6;6;5;5;5;5
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"5 Zimmer";"1946-1960";7;7;7;7;7;7;7;7;7;6;7;7;8
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"5 Zimmer";"1961-1970";8;8;8;7;7;7;7;7;7;7;7;7;8
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"5 Zimmer";"1971-1980";19;19;19;19;19;19;19;19;20;20;20;20;20
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"5 Zimmer";"1981-1990";18;18;18;19;19;19;19;19;19;19;21;20;21
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"5 Zimmer";"1991-2000";8;8;8;8;8;8;8;7;7;7;8;8;8
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"5 Zimmer";"2001-2005";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"5 Zimmer";"2006-2010";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"5 Zimmer";"2011-2015";0;1;1;4;4;4;4;4;4;11;11;11;11
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"5 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;1;1
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"Vor 1919";24;23;22;22;22;22;22;22;22;21;20;20;19
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"1919-1945";8;8;8;8;7;7;7;7;7;6;6;6;6
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"1946-1960";5;5;5;5;5;5;5;5;5;5;5;5;5
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"1961-1970";9;9;9;9;9;9;9;9;9;10;10;10;10
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"1971-1980";4;4;4;4;4;4;4;4;4;4;4;4;4
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"1981-1990";10;10;10;10;10;10;10;10;10;10;10;10;10
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"1991-2000";5;5;5;5;5;5;4;4;4;4;4;4;4
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"2001-2005";1;1;1;1;1;1;1;1;1;1;1;1;1
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"2006-2010";0;0;0;0;0;0;1;1;1;1;1;1;1
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"2011-2015";0;0;0;0;1;1;1;0;0;0;0;0;0
"......3271 Buchs (SG)";"Wohngebäude mit Nebennutzung";"6+ Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3271 Buchs (SG)";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"Vor 1919";3;5;5;5;5;5;5;5;6;9;9;10;10
"......3271 Buchs (SG)";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"1919-1945";1;1;2;2;2;2;2;2;2;2;2;3;3
"......3271 Buchs (SG)";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"1946-1960";2;2;3;3;3;3;3;3;3;3;3;3;3
"......3271 Buchs (SG)";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"1961-1970";19;19;19;19;19;19;19;19;22;22;22;22;22
"......3271 Buchs (SG)";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"1971-1980";5;5;5;5;5;5;6;3;3;7;28;7;7
"......3271 Buchs (SG)";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"1981-1990";1;1;1;1;1;1;1;1;1;1;6;6;6
"......3271 Buchs (SG)";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"1991-2000";5;5;5;5;5;5;8;8;8;5;5;5;5
"......3271 Buchs (SG)";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"2001-2005";2;2;2;2;2;2;2;2;4;4;4;4;4
"......3271 Buchs (SG)";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"2006-2010";1;1;1;1;1;4;4;4;4;4;4;1;1
"......3271 Buchs (SG)";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"2011-2015";0;0;0;0;0;0;0;0;0;0;0;0;0
"......3271 Buchs (SG)";"Gebäude mit teilweiser Wohnnutzung";"1 Zimmer";"2016-2022";0;0;0;0;0;0;0;0;0;0;0;26;26
"......3271 Buchs (SG)";"Gebäude mit teilweiser Wohnnutzung";"2 Zimmer";"Vor 1919";9;9;9;9;9;9;9;9;9;20;20;25;25
"......3271 Buchs (SG)";"Gebäude mit teilweiser Wohnnutzung";"2 Zimmer";"1919-1945";5;4;4;4;4;4;4;4;4;3;2;2;2
"......3271 Buchs (SG)";"Gebäude mit teilweiser Wohnnutzung";"2 Zimmer";"1946-1960";3;3;2;2;2;2;2;2;2;2;2;2;2
