"Jahr";"Kanton (-) / Bezirk (>>) / Gemeinde (......)";"Haushaltsgrösse - Total";"1 Person";"2 Personen";"3 Personen";"4 Personen";"5 Personen";"6 oder mehr Personen"
"2016";"......3395 Bütschwil-Ganterschwil";1901;547;658;244;266;134;52
"2016";">> Wahlkreis Wil";31191;9859;10476;3958;4408;1709;781
"2016";"......3401 Degersheim";1607;533;493;206;209;98;68
"2016";"......3402 Flawil";4450;1464;1470;567;618;229;102
"2016";"......3405 Jonschwil";1458;336;534;189;259;105;35
"2016";"......3407 Oberuzwil";2539;677;891;346;393;155;77
"2016";"......3408 Uzwil";5201;1552;1719;706;793;300;131
"2016";"......3422 Niederbüren";538;125;166;66;96;52;33
"2016";"......3423 Niederhelfenschwil";1098;228;350;160;209;112;39
"2016";"......3424 Oberbüren";1702;432;637;210;266;112;45
"2016";"......3426 Zuzwil (SG)";1939;483;718;279;326;99;34
"2016";"......3427 Wil (SG)";10659;4029;3498;1229;1239;447;217
"2017";"- St. Gallen";218057;75072;72390;27161;28074;10872;4488
"2017";">> Wahlkreis St. Gallen";56248;22520;17795;6487;6337;2259;850
"2017";"......3201 Häggenschwil";483;99;169;66;84;51;14
"2017";"......3202 Muolen";454;118;149;68;61;40;18
"2017";"......3203 St. Gallen";36838;16635;11048;4010;3464;1206;475
"2017";"......3204 Wittenbach";4221;1332;1501;564;572;185;67
"2017";"......3212 Eggersriet";911;232;332;138;138;54;17
"2017";"......3441 Andwil (SG)";737;174;248;107;131;49;28
"2017";"......3442 Gaiserwald";3505;1012;1265;444;568;160;56
"2017";"......3443 Gossau (SG)";7827;2633;2671;914;1099;375;135
"2017";"......3444 Waldkirch";1272;285;412;176;220;139;40
"2017";">> Wahlkreis Rorschach";18838;6646;6381;2343;2275;900;293
"2017";"......3211 Berg (SG)";313;64;129;38;42;29;11
"2017";"......3213 Goldach";4044;1396;1453;474;498;176;47
"2017";"......3214 Mörschwil";1395;351;481;210;224;96;33
"2017";"......3215 Rorschach";4593;2150;1301;467;415;186;74
"2017";"......3216 Rorschacherberg";3153;997;1155;444;388;128;41
"2017";"......3217 Steinach";1605;556;547;211;206;74;11
"2017";"......3218 Tübach";570;148;211;69;88;39;15
"2017";"......3219 Untereggen";389;80;138;55;62;45;9
"2017";"......3237 Thal";2776;904;966;375;352;127;52
"2017";">> Wahlkreis Rheintal";30436;9681;10216;3999;4236;1623;681
"2017";"......3231 Au (SG)";3351;1176;1101;434;423;153;64
"2017";"......3232 Balgach";2010;620;736;276;250;103;25
"2017";"......3233 Berneck";1686;517;599;227;233;82;28
"2017";"......3234 Diepoldsau";2554;682;890;346;427;146;63
"2017";"......3235 Rheineck";1582;598;535;165;180;73;31
"2017";"......3236 St. Margrethen";2495;864;777;333;329;133;59
"2017";"......3238 Widnau";3949;1166;1326;567;599;213;78
"2017";"......3251 Altstätten";5008;1790;1635;590;592;277;124
"2017";"......3252 Eichberg";601;161;203;79;106;39;13
"2017";"......3253 Marbach (SG)";839;231;287;122;143;46;10
"2017";"......3254 Oberriet (SG)";3481;964;1146;484;564;211;112
"2017";"......3255 Rebstein";1925;640;646;244;258;91;46
"2017";"......3256 Rüthi (SG)";955;272;335;132;132;56;28
"2017";">> Wahlkreis Werdenberg";16371;5303;5428;2165;2180;848;447
"2017";"......3271 Buchs (SG)";5409;1922;1698;704;667;249;169
"2017";"......3272 Gams";1327;354;437;192;210;93;41
"2017";"......3273 Grabs";2898;893;991;370;414;156;74
"2017";"......3274 Sennwald";2398;741;865;320;315;120;37
"2017";"......3275 Sevelen";2131;711;684;296;262;117;61
"2017";"......3276 Wartau";2208;682;753;283;312;113;65
"2017";">> Wahlkreis Sarganserland";17282;5766;5794;2159;2263;952;348
"2017";"......3291 Bad Ragaz";2764;1091;908;329;290;112;34
"2017";"......3292 Flums";2006;637;628;261;293;128;59
"2017";"......3293 Mels";3489;1037;1169;460;517;227;79
"2017";"......3294 Pfäfers";658;220;218;72;73;54;21
"2017";"......3295 Quarten";1272;435;473;150;132;64;18
"2017";"......3296 Sargans";2699;969;896;323;331;133;47
"2017";"......3297 Vilters-Wangs";1961;555;684;254;316;113;39
"2017";"......3298 Walenstadt";2433;822;818;310;311;121;51
"2017";">> Wahlkreis See-Gaster";28408;9061;9775;3673;4026;1389;484
"2017";"......3311 Amden";828;303;315;82;89;29;10
"2017";"......3312 Benken (SG)";1186;325;393;155;204;84;25
"2017";"......3313 Kaltbrunn";1932;567;622;271;314;119;39
"2017";"......3315 Schänis";1527;408;543;204;244;88;40
"2017";"......3316 Weesen";743;265;273;75;85;34;11
"2017";"......3338 Schmerikon";1585;459;599;203;228;68;28
"2017";"......3339 Uznach";2539;757;824;334;384;172;68
"2017";"......3340 Rapperswil-Jona";12188;4309;4161;1569;1580;442;127
"2017";"......3341 Gommiswald";2133;656;767;250;305;119;36
"2017";"......3342 Eschenbach (SG)";3747;1012;1278;530;593;234;100
"2017";">> Wahlkreis Toggenburg";19038;6075;6437;2306;2412;1194;614
"2017";"......3352 Ebnat-Kappel";2171;750;756;253;256;111;45
"2017";"......3359 Wildhaus-Alt St. Johann";1162;436;389;110;120;60;47
"2017";"......3360 Nesslau";1541;517;562;160;175;81;46
"2017";"......3372 Hemberg";355;108;124;37;32;29;25
"2017";"......3374 Lichtensteig";895;400;259;86;101;33;16
"2017";"......3375 Oberhelfenschwil";486;130;169;61;62;40;24
"2017";"......3378 Neckertal";1642;501;572;219;198;91;61
"2017";"......3379 Wattwil";3668;1252;1209;444;446;208;109
"2017";"......3392 Kirchberg (SG)";3568;1031;1161;479;540;258;99
"2017";"......3393 Lütisburg";584;131;217;75;85;49;27
"2017";"......3394 Mosnang";1060;278;353;119;154;93;63
"2017";"......3395 Bütschwil-Ganterschwil";1906;541;666;263;243;141;52
"2017";">> Wahlkreis Wil";31436;10020;10564;4029;4345;1707;771
"2017";"......3401 Degersheim";1632;539;502;220;205;103;63
"2017";"......3402 Flawil";4467;1488;1462;568;603;237;109
"2017";"......3405 Jonschwil";1485;362;533;195;257;105;33
"2017";"......3407 Oberuzwil";2562;692;896;350;393;158;73
"2017";"......3408 Uzwil";5246;1588;1746;679;802;298;133
"2017";"......3422 Niederbüren";547;134;169;70;92;48;34
"2017";"......3423 Niederhelfenschwil";1131;233;379;165;210;109;35
"2017";"......3424 Oberbüren";1725;463;628;206;265;113;50
"2017";"......3426 Zuzwil (SG)";1957;501;740;277;315;93;31
"2017";"......3427 Wil (SG)";10684;4020;3509;1299;1203;443;210
"2018";"- St. Gallen";220280;76283;73331;27367;28044;10892;4363
"2018";">> Wahlkreis St. Gallen";56549;22745;17843;6560;6328;2246;827
"2018";"......3201 Häggenschwil";505;110;184;61;88;47;15
"2018";"......3202 Muolen";458;119;157;58;64;42;18
"2018";"......3203 St. Gallen";36992;16707;11014;4134;3480;1198;459
"2018";"......3204 Wittenbach";4186;1341;1484;536;569;191;65
"2018";"......3212 Eggersriet";914;240;333;120;149;55;17
"2018";"......3441 Andwil (SG)";763;184;255;98;150;48;28
"2018";"......3442 Gaiserwald";3522;1022;1291;451;545;152;61
"2018";"......3443 Gossau (SG)";7937;2729;2725;927;1050;383;123
"2018";"......3444 Waldkirch";1272;293;400;175;233;130;41
"2018";">> Wahlkreis Rorschach";19182;6764;6560;2393;2298;902;265
"2018";"......3211 Berg (SG)";328;68;135;43;46;26;10
"2018";"......3213 Goldach";4168;1436;1503;494;524;171;40
"2018";"......3214 Mörschwil";1406;356;490;211;221;98;30
"2018";"......3215 Rorschach";4649;2202;1316;475;403;187;66
"2018";"......3216 Rorschacherberg";3216;1007;1188;473;393;120;35
"2018";"......3217 Steinach";1608;542;577;199;202;73;15
"2018";"......3218 Tübach";580;148;212;72;92;43;13
"2018";"......3219 Untereggen";399;80;152;53;60;46;8
"2018";"......3237 Thal";2828;925;987;373;357;138;48
"2018";">> Wahlkreis Rheintal";30924;9930;10464;4027;4229;1619;655
"2018";"......3231 Au (SG)";3489;1255;1167;433;418;154;62
"2018";"......3232 Balgach";2079;664;743;273;264;106;29
"2018";"......3233 Berneck";1690;503;618;240;222;80;27
"2018";"......3234 Diepoldsau";2567;685;911;347;418;151;55
"2018";"......3235 Rheineck";1574;610;531;165;163;78;27
"2018";"......3236 St. Margrethen";2499;865;789;326;330;124;65
"2018";"......3238 Widnau";4037;1236;1365;556;611;202;67
"2018";"......3251 Altstätten";5080;1809;1661;602;590;297;121
"2018";"......3252 Eichberg";611;168;200;87;107;34;15
"2018";"......3253 Marbach (SG)";866;232;311;126;141;47;9
"2018";"......3254 Oberriet (SG)";3518;967;1191;486;557;210;107
"2018";"......3255 Rebstein";1931;649;641;242;272;82;45
"2018";"......3256 Rüthi (SG)";983;287;336;144;136;54;26
"2018";">> Wahlkreis Werdenberg";16587;5444;5473;2167;2217;862;424
"2018";"......3271 Buchs (SG)";5431;1951;1664;728;673;250;165
"2018";"......3272 Gams";1352;353;451;191;229;86;42
"2018";"......3273 Grabs";2965;925;1030;353;420;172;65
"2018";"......3274 Sennwald";2435;777;889;298;309;123;39
"2018";"......3275 Sevelen";2184;745;686;319;260;124;50
"2018";"......3276 Wartau";2220;693;753;278;326;107;63
"2018";">> Wahlkreis Sarganserland";17466;5902;5848;2147;2267;945;357
"2018";"......3291 Bad Ragaz";2866;1136;966;317;300;110;37
"2018";"......3292 Flums";1980;633;624;250;289;130;54
"2018";"......3293 Mels";3517;1073;1151;478;511;225;79
"2018";"......3294 Pfäfers";668;236;215;72;75;50;20
"2018";"......3295 Quarten";1305;463;482;138;137;65;20
"2018";"......3296 Sargans";2702;969;887;338;328;128;52
"2018";"......3297 Vilters-Wangs";1948;540;690;252;308;118;40
"2018";"......3298 Walenstadt";2480;852;833;302;319;119;55
"2018";">> Wahlkreis See-Gaster";28720;9234;9934;3705;4003;1339;505
"2018";"......3311 Amden";837;309;323;80;86;30;9
"2018";"......3312 Benken (SG)";1197;325;414;160;185;84;29
"2018";"......3313 Kaltbrunn";1961;577;643;261;323;115;42
"2018";"......3315 Schänis";1539;427;537;219;233;74;49
"2018";"......3316 Weesen";803;306;291;73;88;36;9
"2018";"......3338 Schmerikon";1590;495;565;211;220;62;37
"2018";"......3339 Uznach";2590;784;846;329;395;170;66
"2018";"......3340 Rapperswil-Jona";12200;4295;4216;1556;1577;424;132
"2018";"......3341 Gommiswald";2181;673;785;264;310;113;36
"2018";"......3342 Eschenbach (SG)";3822;1043;1314;552;586;231;96
"2018";">> Wahlkreis Toggenburg";19203;6158;6513;2345;2378;1228;581
"2018";"......3352 Ebnat-Kappel";2196;780;765;235;256;117;43
"2018";"......3359 Wildhaus-Alt St. Johann";1152;418;404;107;121;60;42
"2018";"......3360 Nesslau";1556;546;562;157;157;90;44
"2018";"......3372 Hemberg";355;106;131;32;36;29;21
"2018";"......3374 Lichtensteig";885;395;256;81;100;37;16
"2018";"......3375 Oberhelfenschwil";492;136;174;59;60;43;20
"2018";"......3378 Neckertal";1659;507;584;231;185;91;61
"2018";"......3379 Wattwil";3680;1245;1223;466;414;225;107
"2018";"......3392 Kirchberg (SG)";3593;1040;1164;486;552;251;100
"2018";"......3393 Lütisburg";595;139;215;88;80;47;26
"2018";"......3394 Mosnang";1072;281;366;111;164;98;52
"2018";"......3395 Bütschwil-Ganterschwil";1968;565;669;292;253;140;49
"2018";">> Wahlkreis Wil";31649;10106;10696;4023;4324;1751;749
"2018";"......3401 Degersheim";1661;533;531;217;205;114;61
"2018";"......3402 Flawil";4463;1476;1490;552;599;248;98
"2018";"......3405 Jonschwil";1478;344;552;199;248;105;30
"2018";"......3407 Oberuzwil";2530;688;866;334;407;160;75
"2018";"......3408 Uzwil";5301;1600;1804;702;766;308;121
"2018";"......3422 Niederbüren";546;128;176;76;84;46;36
"2018";"......3423 Niederhelfenschwil";1135;237;377;160;217;110;34
"2018";"......3424 Oberbüren";1775;482;639;216;276;109;53
"2018";"......3426 Zuzwil (SG)";1952;513;731;260;311;103;34
"2018";"......3427 Wil (SG)";10808;4105;3530;1307;1211;448;207
"2019";"- St. Gallen";222993;78105;74376;27401;28086;10747;4278
"2019";">> Wahlkreis St. Gallen";57059;23189;18053;6483;6283;2265;786
"2019";"......3201 Häggenschwil";518;112;190;62;93;44;17
"2019";"......3202 Muolen";474;125;163;65;69;34;18
"2019";"......3203 St. Gallen";37323;16987;11119;4091;3474;1224;428
"2019";"......3204 Wittenbach";4216;1391;1463;532;568;198;64
"2019";"......3212 Eggersriet";937;249;353;115;147;58;15
"2019";"......3441 Andwil (SG)";762;181;261;99;150;44;27
"2019";"......3442 Gaiserwald";3540;1066;1288;439;532;155;60
"2019";"......3443 Gossau (SG)";7980;2769;2786;906;1020;380;119
"2019";"......3444 Waldkirch";1309;309;430;174;230;128;38
"2019";">> Wahlkreis Rorschach";19429;6910;6648;2405;2337;855;274
"2019";"......3211 Berg (SG)";340;80;138;43;47;22;10
"2019";"......3213 Goldach";4295;1500;1519;542;530;163;41
"2019";"......3214 Mörschwil";1461;382;523;201;234;93;28
"2019";"......3215 Rorschach";4672;2232;1309;490;402;167;72
"2019";"......3216 Rorschacherberg";3273;1048;1204;463;398;122;38
"2019";"......3217 Steinach";1598;530;582;198;202;73;13
"2019";"......3218 Tübach";573;149;206;69;98;39;12
"2019";"......3219 Untereggen";398;81;159;51;61;39;7
"2019";"......3237 Thal";2819;908;1008;348;365;137;53
"2019";">> Wahlkreis Rheintal";31372;10176;10655;4055;4283;1553;650
"2019";"......3231 Au (SG)";3528;1280;1197;433;413;142;63
"2019";"......3232 Balgach";2115;675;760;266;278;99;37
"2019";"......3233 Berneck";1681;506;614;225;226;84;26
"2019";"......3234 Diepoldsau";2586;699;924;333;431;145;54
"2019";"......3235 Rheineck";1568;615;521;162;169;73;28
"2019";"......3236 St. Margrethen";2526;880;782;342;330;131;61
"2019";"......3238 Widnau";4129;1260;1419;582;611;199;58
"2019";"......3251 Altstätten";5198;1890;1679;621;609;269;130
"2019";"......3252 Eichberg";623;178;211;86;105;30;13
"2019";"......3253 Marbach (SG)";873;241;307;132;134;49;10
"2019";"......3254 Oberriet (SG)";3583;1000;1211;500;566;199;107
"2019";"......3255 Rebstein";1962;666;664;239;275;77;41
"2019";"......3256 Rüthi (SG)";1000;286;366;134;136;56;22
"2019";">> Wahlkreis Werdenberg";16961;5645;5650;2203;2222;836;405
"2019";"......3271 Buchs (SG)";5676;2087;1799;718;699;237;136
"2019";"......3272 Gams";1403;376;483;177;245;83;39
"2019";"......3273 Grabs";2989;928;1019;395;409;169;69
"2019";"......3274 Sennwald";2493;797;932;304;303;118;39
"2019";"......3275 Sevelen";2205;778;678;315;260;118;56
"2019";"......3276 Wartau";2195;679;739;294;306;111;66
"2019";">> Wahlkreis Sarganserland";17661;6032;5914;2153;2289;935;338
"2019";"......3291 Bad Ragaz";2941;1173;997;314;307;113;37
"2019";"......3292 Flums";2004;655;624;256;286;129;54
"2019";"......3293 Mels";3516;1091;1145;460;526;218;76
"2019";"......3294 Pfäfers";674;242;223;65;79;45;20
"2019";"......3295 Quarten";1321;464;498;138;138;66;17
"2019";"......3296 Sargans";2746;1003;890;340;336;132;45
"2019";"......3297 Vilters-Wangs";1977;552;694;288;293;112;38
"2019";"......3298 Walenstadt";2482;852;843;292;324;120;51
"2019";">> Wahlkreis See-Gaster";29136;9533;9984;3784;3970;1380;485
"2019";"......3311 Amden";847;306;336;85;78;36;6
"2019";"......3312 Benken (SG)";1200;335;412;169;175;85;24
"2019";"......3313 Kaltbrunn";2005;602;646;278;312;124;43
"2019";"......3315 Schänis";1564;445;532;221;239;80;47
"2019";"......3316 Weesen";799;303;291;78;84;33;10
"2019";"......3338 Schmerikon";1622;509;574;228;208;72;31
"2019";"......3339 Uznach";2641;831;849;333;386;172;70
"2019";"......3340 Rapperswil-Jona";12350;4403;4210;1557;1610;433;137
"2019";"......3341 Gommiswald";2213;680;803;280;307;108;35
"2019";"......3342 Eschenbach (SG)";3895;1119;1331;555;571;237;82
"2019";">> Wahlkreis Toggenburg";19398;6285;6692;2246;2399;1191;585
"2019";"......3352 Ebnat-Kappel";2183;768;768;230;261;110;46
"2019";"......3359 Wildhaus-Alt St. Johann";1154;435;396;100;120;62;41
"2019";"......3360 Nesslau";1572;572;564;150;157;88;41
"2019";"......3372 Hemberg";355;111;131;31;31;26;25
"2019";"......3374 Lichtensteig";906;397;274;92;95;34;14
"2019";"......3375 Oberhelfenschwil";490;131;186;46;62;48;17
"2019";"......3378 Neckertal";1663;493;597;237;185;91;60
"2019";"......3379 Wattwil";3768;1329;1271;449;411;210;98
"2019";"......3392 Kirchberg (SG)";3605;1030;1198;463;561;247;106
"2019";"......3393 Lütisburg";604;136;227;80;91;38;32
"2019";"......3394 Mosnang";1074;279;387;105;161;90;52
"2019";"......3395 Bütschwil-Ganterschwil";2024;604;693;263;264;147;53
"2019";">> Wahlkreis Wil";31977;10335;10780;4072;4303;1732;755
"2019";"......3401 Degersheim";1657;535;527;211;212;109;63
"2019";"......3402 Flawil";4434;1490;1478;527;592;244;103
"2019";"......3405 Jonschwil";1503;359;554;202;251;108;29
"2019";"......3407 Oberuzwil";2576;761;859;332;389;169;66
"2019";"......3408 Uzwil";5428;1669;1812;745;776;299;127
"2019";"......3422 Niederbüren";556;135;188;63;97;43;30
"2019";"......3423 Niederhelfenschwil";1162;262;386;164;214;103;33
"2019";"......3424 Oberbüren";1803;488;650;226;279;108;52
"2019";"......3426 Zuzwil (SG)";1969;511;750;272;302;104;30
"2019";"......3427 Wil (SG)";10889;4125;3576;1330;1191;445;222
"2020";"- St. Gallen";226234;80223;75524;27424;28088;10742;4233
"2020";">> Wahlkreis St. Gallen";57565;23690;18187;6399;6237;2273;779
"2020";"......3201 Häggenschwil";516;110;188;66;91;44;17
"2020";"......3202 Muolen";476;118;174;62;70;34;18
"2020";"......3203 St. Gallen";37767;17421;11249;4012;3451;1199;435
"2020";"......3204 Wittenbach";4202;1395;1452;520;574;196;65
"2020";"......3212 Eggersriet";949;248;378;112;133;63;15
"2020";"......3441 Andwil (SG)";781;181;257;121;146;53;23
"2020";"......3442 Gaiserwald";3592;1096;1310;446;530;157;53
"2020";"......3443 Gossau (SG)";7954;2796;2748;886;1012;397;115
"2020";"......3444 Waldkirch";1328;325;431;174;230;130;38
"2020";">> Wahlkreis Rorschach";19769;7070;6832;2423;2333;842;269
"2020";"......3211 Berg (SG)";349;80;148;40;49;26;6
"2020";"......3213 Goldach";4310;1526;1514;549;518;159;44
"2020";"......3214 Mörschwil";1474;386;536;193;234;100;25
"2020";"......3215 Rorschach";4764;2265;1343;499;410;180;67
"2020";"......3216 Rorschacherberg";3319;1045;1260;459;398;120;37
"2020";"......3217 Steinach";1591;531;586;204;196;61;13
"2020";"......3218 Tübach";608;168;215;74;105;35;11
"2020";"......3219 Untereggen";399;89;152;56;58;36;8
"2020";"......3237 Thal";2955;980;1078;349;365;125;58
"2020";">> Wahlkreis Rheintal";31901;10463;10873;4095;4307;1520;643
"2020";"......3231 Au (SG)";3617;1329;1198;463;426;131;70
"2020";"......3232 Balgach";2162;701;775;269;290;95;32
"2020";"......3233 Berneck";1686;512;625;213;230;82;24
"2020";"......3234 Diepoldsau";2625;733;929;345;431;132;55
"2020";"......3235 Rheineck";1564;614;509;167;172;75;27
"2020";"......3236 St. Margrethen";2548;890;801;337;322;133;65
"2020";"......3238 Widnau";4229;1312;1459;596;605;189;68
"2020";"......3251 Altstätten";5271;1920;1754;604;597;270;126
"2020";"......3252 Eichberg";637;182;218;82;112;31;12
"2020";"......3253 Marbach (SG)";894;255;305;140;140;43;11
"2020";"......3254 Oberriet (SG)";3618;1022;1238;492;569;207;90
"2020";"......3255 Rebstein";2035;700;693;253;269;80;40
"2020";"......3256 Rüthi (SG)";1015;293;369;134;144;52;23
"2020";">> Wahlkreis Werdenberg";17232;5872;5667;2200;2235;871;387
"2020";"......3271 Buchs (SG)";5773;2168;1779;722;709;268;127
"2020";"......3272 Gams";1430;380;509;179;242;78;42
"2020";"......3273 Grabs";3047;976;1033;385;414;172;67
"2020";"......3274 Sennwald";2551;843;949;310;302;112;35
"2020";"......3275 Sevelen";2214;802;656;306;273;120;57
"2020";"......3276 Wartau";2217;703;741;298;295;121;59
"2020";">> Wahlkreis Sarganserland";18076;6282;6097;2149;2279;943;326
"2020";"......3291 Bad Ragaz";3045;1231;997;336;334;108;39
"2020";"......3292 Flums";2073;700;657;245;282;135;54
"2020";"......3293 Mels";3631;1143;1218;464;516;216;74
"2020";"......3294 Pfäfers";666;231;232;73;68;46;16
"2020";"......3295 Quarten";1384;520;499;152;128;69;16
"2020";"......3296 Sargans";2754;1000;909;325;341;135;44
"2020";"......3297 Vilters-Wangs";1996;571;722;256;295;113;39
"2020";"......3298 Walenstadt";2527;886;863;298;315;121;44
"2020";">> Wahlkreis See-Gaster";29665;9814;10223;3795;3975;1368;490
"2020";"......3311 Amden";865;307;345;91;77;38;7
"2020";"......3312 Benken (SG)";1209;337;430;160;167;84;31
"2020";"......3313 Kaltbrunn";2081;659;685;263;317;117;40
"2020";"......3315 Schänis";1591;453;545;225;239;85;44
"2020";"......3316 Weesen";818;311;291;90;85;32;9
"2020";"......3338 Schmerikon";1707;532;619;228;214;83;31
"2020";"......3339 Uznach";2634;800;868;336;395;165;70
"2020";"......3340 Rapperswil-Jona";12501;4520;4219;1584;1606;438;134
"2020";"......3341 Gommiswald";2277;701;846;281;311;101;37
"2020";"......3342 Eschenbach (SG)";3982;1194;1375;537;564;225;87
"2020";">> Wahlkreis Toggenburg";19692;6470;6774;2286;2376;1185;601
"2020";"......3352 Ebnat-Kappel";2201;780;763;243;257;111;47
"2020";"......3359 Wildhaus-Alt St. Johann";1144;423;401;93;116;64;47
"2020";"......3360 Nesslau";1595;577;567;160;165;81;45
"2020";"......3372 Hemberg";358;113;131;29;30;28;27
"2020";"......3374 Lichtensteig";910;400;284;87;94;31;14
"2020";"......3375 Oberhelfenschwil";492;137;186;51;66;34;18
"2020";"......3378 Neckertal";1694;525;598;236;184;91;60
"2020";"......3379 Wattwil";3837;1363;1301;448;417;212;96
"2020";"......3392 Kirchberg (SG)";3696;1107;1200;477;556;247;109
"2020";"......3393 Lütisburg";617;146;232;77;94;40;28
"2020";"......3394 Mosnang";1099;291;392;122;147;92;55
"2020";"......3395 Bütschwil-Ganterschwil";2049;608;719;263;250;154;55
"2020";">> Wahlkreis Wil";32334;10562;10871;4077;4346;1740;738
"2020";"......3401 Degersheim";1662;538;542;198;212;115;57
"2020";"......3402 Flawil";4512;1544;1489;550;588;232;109
"2020";"......3405 Jonschwil";1524;372;559;202;251;115;25
"2020";"......3407 Oberuzwil";2637;770;896;348;396;167;60
"2020";"......3408 Uzwil";5502;1714;1810;754;771;322;131
"2020";"......3422 Niederbüren";561;135;194;62;102;39;29
"2020";"......3423 Niederhelfenschwil";1187;265;408;159;218;106;31
"2020";"......3424 Oberbüren";1826;507;644;229;290;107;49
"2020";"......3426 Zuzwil (SG)";1985;518;777;260;298;100;32
"2020";"......3427 Wil (SG)";10938;4199;3552;1315;1220;437;215
"2021";"- St. Gallen";229456;82126;76575;27529;28324;10690;4212
"2021";">> Wahlkreis St. Gallen";57861;23967;18119;6454;6289;2270;762
"2021";"......3201 Häggenschwil";517;113;190;71;83;43;17
"2021";"......3202 Muolen";491;129;175;64;73;33;17
"2021";"......3203 St. Gallen";37853;17538;11206;3994;3479;1206;430
"2021";"......3204 Wittenbach";4277;1466;1426;530;588;207;60
"2021";"......3212 Eggersriet";959;256;378;108;147;54;16
"2021";"......3441 Andwil (SG)";790;183;259;121;151;53;23
"2021";"......3442 Gaiserwald";3643;1141;1295;465;529;158;55
"2021";"......3443 Gossau (SG)";8008;2826;2760;923;1007;388;104
"2021";"......3444 Waldkirch";1323;315;430;178;232;128;40
"2021";">> Wahlkreis Rorschach";19949;7130;6948;2430;2364;823;254
"2021";"......3211 Berg (SG)";365;87;150;44;50;25;9
"2021";"......3213 Goldach";4353;1544;1547;553;516;154;39
"2021";"......3214 Mörschwil";1474;384;558;180;239;89;24
"2021";"......3215 Rorschach";4738;2241;1371;474;412;176;64
"2021";"......3216 Rorschacherberg";3384;1070;1287;460;413;120;34
"2021";"......3217 Steinach";1583;525;579;207;195;65;12
"2021";"......3218 Tübach";653;186;234;74;112;35;12
"2021";"......3219 Untereggen";404;91;158;59;55;32;9
"2021";"......3237 Thal";2995;1002;1064;379;372;127;51
"2021";">> Wahlkreis Rheintal";32534;10821;11097;4129;4301;1519;667
"2021";"......3231 Au (SG)";3646;1351;1206;471;409;134;75
"2021";"......3232 Balgach";2206;732;789;263;294;98;30
"2021";"......3233 Berneck";1734;546;645;211;226;82;24
"2021";"......3234 Diepoldsau";2752;776;976;372;436;134;58
"2021";"......3235 Rheineck";1584;625;510;171;174;73;31
"2021";"......3236 St. Margrethen";2597;926;815;320;335;129;72
"2021";"......3238 Widnau";4307;1332;1507;610;595;193;70
"2021";"......3251 Altstätten";5370;2023;1749;595;614;267;122
"2021";"......3252 Eichberg";643;187;229;82;105;27;13
"2021";"......3253 Marbach (SG)";891;261;313;132;134;40;11
"2021";"......3254 Oberriet (SG)";3664;1047;1256;498;557;206;100
"2021";"......3255 Rebstein";2114;710;735;270;277;83;39
"2021";"......3256 Rüthi (SG)";1026;305;367;134;145;53;22
"2021";">> Wahlkreis Werdenberg";17600;6117;5732;2214;2268;868;401
"2021";"......3271 Buchs (SG)";5887;2227;1797;739;724;265;135
"2021";"......3272 Gams";1461;404;519;174;243;80;41
"2021";"......3273 Grabs";3075;1000;1048;379;404;171;73
"2021";"......3274 Sennwald";2676;918;976;324;298;124;36
"2021";"......3275 Sevelen";2250;814;665;304;299;111;57
"2021";"......3276 Wartau";2251;754;727;294;300;117;59
"2021";">> Wahlkreis Sarganserland";18474;6522;6221;2158;2303;941;329
"2021";"......3291 Bad Ragaz";3095;1282;977;351;333;112;40
"2021";"......3292 Flums";2155;762;676;259;270;129;59
"2021";"......3293 Mels";3806;1236;1275;470;537;220;68
"2021";"......3294 Pfäfers";668;228;238;68;75;41;18
"2021";"......3295 Quarten";1391;515;509;157;125;67;18
"2021";"......3296 Sargans";2754;1010;900;315;349;128;52
"2021";"......3297 Vilters-Wangs";2022;578;742;254;302;111;35
"2021";"......3298 Walenstadt";2583;911;904;284;312;133;39
"2021";">> Wahlkreis See-Gaster";30190;9954;10500;3889;4010;1363;474
"2021";"......3311 Amden";874;313;350;99;76;28;8
"2021";"......3312 Benken (SG)";1214;346;412;157;187;84;28
"2021";"......3313 Kaltbrunn";2106;665;697;270;317;119;38
"2021";"......3315 Schänis";1593;449;547;222;236;93;46
"2021";"......3316 Weesen";848;327;303;85;89;36;8
"2021";"......3338 Schmerikon";1767;558;652;236;214;82;25
"2021";"......3339 Uznach";2656;786;899;347;400;150;74
"2021";"......3340 Rapperswil-Jona";12677;4546;4326;1643;1589;441;132
"2021";"......3341 Gommiswald";2352;737;864;298;312;108;33
"2021";"......3342 Eschenbach (SG)";4103;1227;1450;532;590;222;82
"2021";">> Wahlkreis Toggenburg";20052;6719;6884;2297;2395;1152;605
"2021";"......3352 Ebnat-Kappel";2221;781;780;247;254;114;45
"2021";"......3359 Wildhaus-Alt St. Johann";1156;444;401;94;107;64;46
"2021";"......3360 Nesslau";1628;595;579;165;169;77;43
"2021";"......3372 Hemberg";369;109;147;31;28;28;26
"2021";"......3374 Lichtensteig";959;427;301;86;97;34;14
"2021";"......3375 Oberhelfenschwil";504;151;184;59;56;36;18
"2021";"......3378 Neckertal";1703;532;612;215;188;95;61
"2021";"......3379 Wattwil";3906;1441;1309;436;426;193;101
"2021";"......3392 Kirchberg (SG)";3779;1141;1228;478;586;233;113
"2021";"......3393 Lütisburg";617;149;229;80;89;38;32
